date,price_S&P,open_S&P,high_S&P,low_S&P,volume_S&P,change%_S&P
2021-08-13,"4,468.00","4,464.84","4,468.37","4,460.82",-,0.16%
2021-08-12,"4,460.84","4,446.08","4,461.77","4,435.96",-,0.30%
2021-08-11,"4,447.70","4,442.18","4,449.44","4,436.42",-,0.25%
2021-08-10,"4,436.75","4,435.79","4,445.21","4,430.03",-,0.10%
2021-08-09,"4,432.35","4,437.77","4,439.39","4,424.74",-,-0.09%
2021-08-06,"4,436.52","4,429.07","4,440.82","4,429.07",-,0.17%
2021-08-05,"4,429.10","4,408.86","4,429.76","4,408.86",-,0.60%
2021-08-04,"4,402.68","4,415.95","4,416.17","4,400.23",-,-0.46%
2021-08-03,"4,423.15","4,392.74","4,423.79","4,373.00",-,0.82%
2021-08-02,"4,387.11","4,406.86","4,422.18","4,384.81",-,-0.19%
2021-07-30,"4,395.26","4,395.12","4,412.25","4,389.65",-,-0.54%
2021-07-29,"4,419.15","4,403.59","4,429.97","4,403.59",-,0.42%
2021-07-28,"4,400.65","4,402.95","4,415.47","4,387.01",-,-0.02%
2021-07-27,"4,401.46","4,416.38","4,416.38","4,372.51",-,-0.47%
2021-07-26,"4,422.23","4,409.58","4,422.73","4,405.45",-,0.24%
2021-07-23,"4,411.80","4,381.20","4,415.18","4,381.20",-,1.01%
2021-07-22,"4,367.48","4,361.27","4,369.31","4,350.06",-,0.20%
2021-07-21,"4,358.69","4,331.13","4,359.70","4,331.13",-,0.82%
2021-07-20,"4,323.21","4,265.11","4,336.84","4,262.05",-,1.52%
2021-07-19,"4,258.63","4,296.40","4,296.40","4,233.13",-,-1.58%
2021-07-16,"4,327.16","4,367.43","4,375.09","4,322.53",-,-0.75%
2021-07-15,"4,360.03","4,369.02","4,369.02","4,340.70",-,-0.33%
2021-07-14,"4,374.30","4,380.11","4,393.68","4,362.36",-,0.12%
2021-07-13,"4,369.21","4,381.07","4,392.37","4,366.92",-,-0.35%
2021-07-12,"4,384.63","4,372.41","4,386.68","4,364.03",-,0.35%
2021-07-09,"4,369.55","4,329.38","4,371.60","4,329.38",-,1.13%
2021-07-08,"4,320.82","4,321.07","4,330.88","4,289.37",-,-0.86%
2021-07-07,"4,358.13","4,351.01","4,361.88","4,329.79",-,0.34%
2021-07-06,"4,343.54","4,356.46","4,356.46","4,314.37",-,-0.20%
2021-07-02,"4,352.34","4,326.60","4,355.43","4,326.60",-,0.75%
2021-07-01,"4,319.94","4,300.73","4,320.66","4,300.73",-,0.52%
2021-06-30,"4,297.50","4,290.65","4,302.43","4,287.96",-,0.13%
2021-06-29,"4,291.80","4,293.21","4,300.52","4,287.04",-,0.03%
2021-06-28,"4,290.61","4,284.90","4,292.14","4,274.67",-,0.23%
2021-06-25,"4,280.70","4,274.45","4,286.12","4,271.16",-,0.33%
2021-06-24,"4,266.49","4,256.97","4,271.28","4,256.97",-,0.58%
2021-06-23,"4,241.84","4,249.27","4,256.60","4,241.43",-,-0.11%
2021-06-22,"4,246.44","4,224.61","4,255.84","4,217.27",-,0.51%
2021-06-21,"4,224.79","4,173.40","4,226.24","4,173.40",-,1.40%
2021-06-18,"4,166.45","4,204.78","4,204.78","4,164.40",-,-1.31%
2021-06-17,"4,221.86","4,220.37","4,232.29","4,196.05",-,-0.04%
2021-06-16,"4,223.70","4,248.87","4,251.89","4,202.45",-,-0.54%
2021-06-15,"4,246.59","4,255.28","4,257.16","4,238.35",-,-0.20%
2021-06-14,"4,255.15","4,248.31","4,255.59","4,234.07",-,0.18%
2021-06-11,"4,247.44","4,242.90","4,248.38","4,232.25",-,0.19%
2021-06-10,"4,239.18","4,228.56","4,249.74","4,220.34",-,0.47%
2021-06-09,"4,219.55","4,232.99","4,237.09","4,218.74",-,-0.18%
2021-06-08,"4,227.26","4,233.81","4,236.74","4,208.41",-,0.02%
2021-06-07,"4,226.52","4,229.34","4,232.34","4,215.66",-,-0.08%
2021-06-04,"4,229.89","4,206.05","4,233.45","4,206.05",-,0.88%
2021-06-03,"4,192.85","4,191.43","4,204.39","4,167.93",-,-0.36%
2021-06-02,"4,208.12","4,206.82","4,217.37","4,198.27",-,0.14%
2021-06-01,"4,202.04","4,216.52","4,234.12","4,197.59",-,-0.05%
2021-05-28,"4,204.11","4,210.77","4,218.36","4,203.57",-,0.08%
2021-05-27,"4,200.88","4,201.94","4,213.38","4,197.78",-,0.12%
2021-05-26,"4,195.99","4,191.59","4,202.61","4,184.11",-,0.19%
2021-05-25,"4,188.13","4,205.94","4,213.42","4,182.52",-,-0.21%
2021-05-24,"4,197.05","4,170.16","4,209.52","4,170.16",-,0.99%
2021-05-21,"4,155.86","4,168.61","4,188.72","4,151.72",-,-0.08%
2021-05-20,"4,159.12","4,121.97","4,172.80","4,121.97",-,1.06%
2021-05-19,"4,115.68","4,098.45","4,116.93","4,061.41",-,-0.29%
2021-05-18,"4,127.83","4,165.94","4,169.15","4,125.99",-,-0.85%
2021-05-17,"4,163.29","4,169.92","4,171.92","4,142.69",-,-0.25%
2021-05-14,"4,173.85","4,129.58","4,183.13","4,129.58",-,1.49%
2021-05-13,"4,112.50","4,074.99","4,131.58","4,074.99",-,1.22%
2021-05-12,"4,063.04","4,130.55","4,134.73","4,056.88",-,-2.14%
2021-05-11,"4,152.10","4,150.34","4,162.04","4,111.53",-,-0.87%
2021-05-10,"4,188.43","4,228.29","4,236.39","4,188.13",-,-1.04%
2021-05-07,"4,232.60","4,210.34","4,238.04","4,201.64",-,0.74%
2021-05-06,"4,201.62","4,169.14","4,202.70","4,147.33",-,0.82%
2021-05-05,"4,167.59","4,177.06","4,187.72","4,160.94",-,0.07%
2021-05-04,"4,164.66","4,179.04","4,179.04","4,128.59",-,-0.67%
2021-05-03,"4,192.66","4,191.98","4,209.39","4,188.03",-,0.27%
2021-04-30,"4,181.17","4,198.10","4,198.10","4,174.85",-,-0.72%
2021-04-29,"4,211.47","4,206.14","4,218.78","4,176.81",-,0.68%
2021-04-28,"4,183.18","4,185.14","4,201.53","4,181.78",-,-0.08%
2021-04-27,"4,186.72","4,188.25","4,193.35","4,176.22",-,-0.02%
2021-04-26,"4,187.62","4,185.03","4,194.19","4,182.36",-,0.18%
2021-04-23,"4,180.17","4,138.78","4,194.17","4,138.78",-,1.09%
2021-04-22,"4,134.98","4,170.46","4,179.57","4,123.69",-,-0.92%
2021-04-21,"4,173.42","4,128.42","4,175.02","4,126.35",-,0.93%
2021-04-20,"4,134.94","4,159.18","4,159.18","4,118.38",-,-0.68%
2021-04-19,"4,163.26","4,179.80","4,180.81","4,150.47",-,-0.53%
2021-04-16,"4,185.47","4,174.14","4,191.31","4,170.75",-,0.36%
2021-04-15,"4,170.42","4,139.76","4,173.49","4,139.76",-,1.11%
2021-04-14,"4,124.66","4,141.58","4,151.69","4,120.87",-,-0.41%
2021-04-13,"4,141.59","4,130.10","4,148.00","4,124.43",-,0.33%
2021-04-12,"4,127.99","4,124.71","4,131.76","4,114.82",-,-0.02%
2021-04-09,"4,128.80","4,096.11","4,129.48","4,095.51",-,0.77%
2021-04-08,"4,097.17","4,089.95","4,098.19","4,082.54",-,0.42%
2021-04-07,"4,079.95","4,074.29","4,083.13","4,068.31",-,0.15%
2021-04-06,"4,073.94","4,075.57","4,086.23","4,068.14",-,-0.10%
2021-04-05,"4,077.91","4,034.44","4,083.42","4,034.44",-,1.44%
2021-04-01,"4,019.87","3,992.78","4,020.63","3,992.78",-,1.18%
2021-03-31,"3,972.89","3,967.25","3,994.41","3,966.98",-,0.36%
2021-03-30,"3,958.55","3,963.34","3,968.01","3,944.35",-,-0.32%
2021-03-29,"3,971.09","3,969.31","3,981.83","3,943.25",-,-0.09%
2021-03-26,"3,974.54","3,917.12","3,978.19","3,917.12",-,1.66%
2021-03-25,"3,909.52","3,879.34","3,919.54","3,853.50",-,0.52%
2021-03-24,"3,889.14","3,919.93","3,942.08","3,889.07",-,-0.55%
2021-03-23,"3,910.52","3,937.60","3,949.13","3,901.57",-,-0.76%
2021-03-22,"3,940.59","3,916.48","3,955.31","3,914.16",-,0.70%
2021-03-19,"3,913.10","3,913.14","3,930.12","3,886.75",-,-0.06%
2021-03-18,"3,915.46","3,953.50","3,969.62","3,910.86",-,-1.48%
2021-03-17,"3,974.12","3,949.57","3,983.87","3,935.74",-,0.29%
2021-03-16,"3,962.71","3,973.59","3,981.04","3,953.44",-,-0.16%
2021-03-15,"3,968.94","3,942.96","3,970.08","3,923.54",-,0.65%
2021-03-12,"3,943.34","3,924.52","3,944.99","3,915.21",-,0.10%
2021-03-11,"3,939.34","3,915.54","3,960.27","3,915.54",-,1.04%
2021-03-10,"3,898.81","3,891.99","3,917.35","3,885.73",-,0.60%
2021-03-09,"3,875.44","3,851.93","3,903.76","3,851.93",-,1.42%
2021-03-08,"3,821.35","3,844.39","3,881.06","3,819.25",-,-0.54%
2021-03-05,"3,841.94","3,793.58","3,851.69","3,730.19",-,1.95%
2021-03-04,"3,768.47","3,818.53","3,843.67","3,723.34",-,-1.34%
2021-03-03,"3,819.72","3,863.99","3,874.47","3,818.86",-,-1.31%
2021-03-02,"3,870.29","3,903.64","3,906.41","3,868.57",-,-0.81%
2021-03-01,"3,901.82","3,842.51","3,914.50","3,842.51",-,2.38%
2021-02-26,"3,811.15","3,839.66","3,861.08","3,789.54",-,-0.48%
2021-02-25,"3,829.34","3,915.80","3,925.02","3,814.04",-,-2.45%
2021-02-24,"3,925.43","3,873.71","3,928.65","3,859.60",-,1.14%
2021-02-23,"3,881.37","3,857.07","3,895.98","3,805.59",-,0.13%
2021-02-22,"3,876.50","3,885.55","3,902.92","3,874.71",-,-0.77%
2021-02-19,"3,906.71","3,921.16","3,930.41","3,903.07",-,-0.19%
2021-02-18,"3,913.97","3,915.86","3,921.98","3,885.03",-,-0.44%
2021-02-17,"3,931.33","3,918.50","3,933.61","3,900.43",-,-0.03%
2021-02-16,"3,932.59","3,939.61","3,950.43","3,923.85",-,-0.06%
2021-02-12,"3,934.83","3,911.65","3,937.23","3,905.78",-,0.47%
2021-02-11,"3,916.38","3,916.40","3,925.99","3,890.39",-,0.17%
2021-02-10,"3,909.88","3,920.78","3,931.50","3,884.94",-,-0.03%
2021-02-09,"3,911.23","3,910.49","3,918.35","3,902.64",-,-0.11%
2021-02-08,"3,915.59","3,892.59","3,915.77","3,892.59",-,0.74%
2021-02-05,"3,886.83","3,878.30","3,894.56","3,874.93",-,0.39%
2021-02-04,"3,871.74","3,836.66","3,872.42","3,836.66",-,1.09%
2021-02-03,"3,830.17","3,840.27","3,847.51","3,816.68",-,0.10%
2021-02-02,"3,826.31","3,791.84","3,843.09","3,791.84",-,1.39%
2021-02-01,"3,773.86","3,731.17","3,784.32","3,725.62",-,1.61%
2021-01-29,"3,714.24","3,778.05","3,778.05","3,694.12",-,-1.93%
2021-01-28,"3,787.38","3,755.75","3,830.50","3,755.75",-,0.98%
2021-01-27,"3,750.77","3,836.83","3,836.83","3,732.48",-,-2.57%
2021-01-26,"3,849.62","3,862.96","3,870.90","3,847.78",-,-0.15%
2021-01-25,"3,855.36","3,851.68","3,859.23","3,797.16",-,0.36%
2021-01-22,"3,841.47","3,844.24","3,852.31","3,830.41",-,-0.30%
2021-01-21,"3,853.07","3,857.46","3,861.45","3,845.05",-,0.03%
2021-01-20,"3,851.85","3,816.22","3,859.75","3,816.22",-,1.39%
2021-01-19,"3,798.91","3,781.88","3,804.53","3,780.37",-,0.81%
2021-01-15,"3,768.25","3,788.73","3,788.73","3,749.62",-,-0.72%
2021-01-14,"3,795.54","3,814.98","3,823.60","3,792.86",-,-0.38%
2021-01-13,"3,809.84","3,802.23","3,820.96","3,791.50",-,0.23%
2021-01-12,"3,801.19","3,801.62","3,810.78","3,776.51",-,0.04%
2021-01-11,"3,799.61","3,803.14","3,817.86","3,789.02",-,-0.66%
2021-01-08,"3,824.68","3,815.05","3,826.69","3,783.60",-,0.55%
2021-01-07,"3,803.79","3,764.71","3,811.55","3,764.71",-,1.48%
2021-01-06,"3,748.14","3,712.20","3,783.04","3,705.34",-,0.57%
2021-01-05,"3,726.86","3,698.02","3,737.83","3,695.07",-,0.71%
2021-01-04,"3,700.65","3,764.61","3,769.99","3,662.71",-,-1.48%
2020-12-31,"3,756.07","3,733.27","3,760.20","3,726.88",-,0.64%
2020-12-30,"3,732.04","3,736.19","3,744.63","3,730.21",-,0.13%
2020-12-29,"3,727.04","3,750.01","3,756.12","3,723.31",-,-0.22%
2020-12-28,"3,735.36","3,723.03","3,740.51","3,723.03",-,0.87%
2020-12-24,"3,703.06","3,694.03","3,703.82","3,689.32",-,0.35%
2020-12-23,"3,690.01","3,693.42","3,711.24","3,689.28",-,0.07%
2020-12-22,"3,687.26","3,698.08","3,698.26","3,676.16",-,-0.21%
2020-12-21,"3,694.92","3,684.28","3,702.90","3,636.48",-,-0.39%
2020-12-18,"3,709.41","3,722.39","3,726.70","3,685.84",-,-0.35%
2020-12-17,"3,722.48","3,713.65","3,725.12","3,710.87",-,0.58%
2020-12-16,"3,701.17","3,696.25","3,711.27","3,688.57",-,0.18%
2020-12-15,"3,694.62","3,666.41","3,695.29","3,659.62",-,1.29%
2020-12-14,"3,647.49","3,675.27","3,697.61","3,645.84",-,-0.44%
2020-12-11,"3,663.46","3,656.08","3,665.91","3,633.40",-,-0.13%
2020-12-10,"3,668.10","3,659.13","3,678.49","3,645.18",-,-0.13%
2020-12-09,"3,672.82","3,705.98","3,712.39","3,660.54",-,-0.79%
2020-12-08,"3,702.25","3,683.05","3,708.45","3,678.83",-,0.28%
2020-12-07,"3,691.96","3,694.73","3,697.41","3,678.88",-,-0.19%
2020-12-04,"3,699.12","3,670.94","3,699.20","3,670.94",-,0.88%
2020-12-03,"3,666.72","3,668.28","3,682.73","3,657.17",-,-0.06%
2020-12-02,"3,669.01","3,653.78","3,670.96","3,644.84",-,0.18%
2020-12-01,"3,662.45","3,645.87","3,678.45","3,645.87",-,1.13%
2020-11-30,"3,621.63","3,634.18","3,634.18","3,594.39",-,-0.46%
2020-11-27,"3,638.35","3,638.55","3,644.31","3,629.33",-,0.24%
2020-11-25,"3,629.65","3,635.50","3,635.50","3,617.76",-,-0.16%
2020-11-24,"3,635.41","3,594.52","3,642.31","3,594.52",-,1.62%
2020-11-23,"3,577.59","3,566.82","3,589.81","3,552.77",-,0.56%
2020-11-20,"3,557.54","3,579.31","3,581.23","3,556.85",-,-0.68%
2020-11-19,"3,581.87","3,559.41","3,585.22","3,543.84",-,0.39%
2020-11-18,"3,567.79","3,612.09","3,619.09","3,567.33",-,-1.16%
2020-11-17,"3,609.53","3,610.31","3,623.11","3,588.68",-,-0.48%
2020-11-16,"3,626.91","3,600.16","3,628.51","3,600.16",-,1.16%
2020-11-13,"3,585.15","3,552.57","3,593.66","3,552.57",-,1.36%
2020-11-12,"3,537.01","3,562.67","3,569.02","3,518.58",-,-1.00%
2020-11-11,"3,572.66","3,563.22","3,581.16","3,557.00",-,0.77%
2020-11-10,"3,545.53","3,543.26","3,557.22","3,511.91",-,-0.14%
2020-11-09,"3,550.50","3,583.04","3,645.99","3,547.48",-,1.17%
2020-11-06,"3,509.44","3,508.34","3,521.58","3,484.34",-,-0.03%
2020-11-05,"3,510.45","3,485.74","3,529.05","3,485.74",-,1.95%
2020-11-04,"3,443.44","3,406.46","3,486.25","3,405.17",-,2.20%
2020-11-03,"3,369.16","3,336.25","3,389.49","3,336.25",-,1.78%
2020-11-02,"3,310.24","3,296.20","3,330.14","3,279.74",-,1.23%
2020-10-30,"3,269.96","3,293.59","3,304.93","3,233.94",-,-1.21%
2020-10-29,"3,310.11","3,277.17","3,341.05","3,259.82",-,1.19%
2020-10-28,"3,271.03","3,342.48","3,342.48","3,268.89",-,-3.53%
2020-10-27,"3,390.68","3,403.15","3,409.51","3,388.71",-,-0.30%
2020-10-26,"3,400.97","3,441.42","3,441.42","3,364.86",-,-1.86%
2020-10-23,"3,465.39","3,464.90","3,466.46","3,440.45",-,0.34%
2020-10-22,"3,453.49","3,438.50","3,460.53","3,415.34",-,0.52%
2020-10-21,"3,435.56","3,439.91","3,464.86","3,433.06",-,-0.22%
2020-10-20,"3,443.12","3,439.38","3,476.93","3,435.65",-,0.47%
2020-10-19,"3,426.92","3,493.66","3,502.42","3,419.93",-,-1.63%
2020-10-16,"3,483.81","3,493.50","3,515.76","3,480.45",-,0.01%
2020-10-15,"3,483.34","3,453.72","3,489.08","3,440.89",-,-0.15%
2020-10-14,"3,488.67","3,515.47","3,527.94","3,480.55",-,-0.66%
2020-10-13,"3,511.93","3,534.01","3,534.01","3,500.86",-,-0.63%
2020-10-12,"3,534.22","3,500.02","3,549.85","3,499.61",-,1.64%
2020-10-09,"3,477.13","3,459.67","3,482.34","3,458.07",-,0.88%
2020-10-08,"3,446.83","3,434.28","3,447.28","3,428.15",-,0.80%
2020-10-07,"3,419.45","3,384.56","3,426.26","3,384.56",-,1.74%
2020-10-06,"3,360.95","3,408.74","3,431.56","3,354.54",-,-1.40%
2020-10-05,"3,408.63","3,367.27","3,409.57","3,367.27",-,1.80%
2020-10-02,"3,348.44","3,338.94","3,369.10","3,323.69",-,-0.96%
2020-10-01,"3,380.80","3,385.87","3,397.18","3,361.39",-,0.53%
2020-09-30,"3,363.00","3,341.21","3,393.56","3,340.47",-,0.83%
2020-09-29,"3,335.47","3,350.92","3,357.92","3,327.54",-,-0.48%
2020-09-28,"3,351.60","3,333.90","3,360.74","3,332.91",-,1.61%
2020-09-25,"3,298.46","3,236.66","3,306.88","3,228.44",-,1.60%
2020-09-24,"3,246.59","3,226.14","3,278.70","3,209.45",-,0.30%
2020-09-23,"3,236.92","3,320.11","3,323.35","3,232.57",-,-2.37%
2020-09-22,"3,315.57","3,295.75","3,320.31","3,270.95",-,1.05%
2020-09-21,"3,281.06","3,285.57","3,285.57","3,229.10",-,-1.16%
2020-09-18,"3,319.47","3,357.38","3,362.27","3,292.40",-,-1.12%
2020-09-17,"3,357.01","3,346.86","3,375.17","3,328.82",-,-0.84%
2020-09-16,"3,385.49","3,411.23","3,428.92","3,384.45",-,-0.46%
2020-09-15,"3,401.20","3,407.73","3,419.48","3,389.25",-,0.52%
2020-09-14,"3,383.54","3,363.56","3,402.93","3,363.56",-,1.27%
2020-09-11,"3,340.97","3,352.70","3,368.95","3,310.47",-,0.05%
2020-09-10,"3,339.19","3,412.56","3,425.55","3,329.25",-,-1.76%
2020-09-09,"3,398.96","3,369.82","3,424.77","3,366.84",-,2.01%
2020-09-08,"3,331.84","3,371.88","3,379.97","3,329.27",-,-2.78%
2020-09-04,"3,426.96","3,453.60","3,479.15","3,349.63",-,-0.81%
2020-09-03,"3,455.06","3,564.74","3,564.85","3,427.41",-,-3.51%
2020-09-02,"3,580.84","3,543.76","3,588.11","3,535.23",-,1.54%
2020-09-01,"3,526.65","3,507.44","3,528.03","3,494.60",-,0.75%
2020-08-31,"3,500.31","3,509.73","3,514.77","3,493.25",-,-0.22%
2020-08-28,"3,508.01","3,494.69","3,509.23","3,484.32",-,0.67%
2020-08-27,"3,484.55","3,485.14","3,501.38","3,468.35",-,0.17%
2020-08-26,"3,478.73","3,449.97","3,481.07","3,444.15",-,1.02%
2020-08-25,"3,443.62","3,435.95","3,444.21","3,425.84",-,0.36%
2020-08-24,"3,431.28","3,418.09","3,432.09","3,413.13",-,1.00%
2020-08-21,"3,397.16","3,386.01","3,399.96","3,379.31",-,0.34%
2020-08-20,"3,385.51","3,360.48","3,390.80","3,354.69",-,0.32%
2020-08-19,"3,374.85","3,392.51","3,399.54","3,369.66",-,-0.44%
2020-08-18,"3,389.78","3,387.04","3,395.06","3,370.15",-,0.23%
2020-08-17,"3,381.99","3,380.86","3,387.59","3,379.22",-,0.27%
2020-08-14,"3,372.85","3,368.66","3,378.51","3,361.64",-,-0.02%
2020-08-13,"3,373.43","3,372.95","3,387.24","3,363.35",-,-0.20%
2020-08-12,"3,380.35","3,355.46","3,387.89","3,355.46",-,1.40%
2020-08-11,"3,333.69","3,370.34","3,381.01","3,326.44",-,-0.80%
2020-08-10,"3,360.47","3,356.04","3,363.29","3,335.44",-,0.27%
2020-08-07,"3,351.28","3,340.05","3,352.54","3,328.72",-,0.06%
2020-08-06,"3,349.16","3,323.17","3,351.03","3,318.14",-,0.64%
2020-08-05,"3,327.77","3,317.37","3,330.77","3,317.37",-,0.64%
2020-08-04,"3,306.51","3,289.92","3,306.84","3,286.37",-,0.36%
2020-08-03,"3,294.61","3,288.26","3,302.73","3,284.53",-,0.72%
2020-07-31,"3,271.12","3,270.45","3,272.17","3,220.26",-,0.77%
2020-07-30,"3,246.22","3,231.76","3,250.92","3,204.13",-,-0.38%
2020-07-29,"3,258.44","3,227.22","3,264.74","3,227.22",-,1.24%
2020-07-28,"3,218.44","3,234.27","3,243.72","3,216.17",-,-0.65%
2020-07-27,"3,239.41","3,219.84","3,241.43","3,214.25",-,0.74%
2020-07-24,"3,215.63","3,218.58","3,227.26","3,200.05",-,-0.62%
2020-07-23,"3,235.66","3,271.64","3,279.99","3,222.66",-,-1.23%
2020-07-22,"3,276.02","3,254.86","3,279.32","3,253.10",-,0.57%
2020-07-21,"3,257.30","3,268.52","3,277.29","3,247.77",-,0.17%
2020-07-20,"3,251.84","3,224.29","3,258.61","3,215.16",-,0.84%
2020-07-17,"3,224.73","3,224.21","3,233.52","3,205.65",-,0.28%
2020-07-16,"3,215.57","3,208.36","3,220.39","3,198.59",-,-0.34%
2020-07-15,"3,226.56","3,225.98","3,238.28","3,200.76",-,0.91%
2020-07-14,"3,197.52","3,141.11","3,200.95","3,127.66",-,1.34%
2020-07-13,"3,155.22","3,205.08","3,235.32","3,149.43",-,-0.94%
2020-07-10,"3,185.04","3,152.47","3,186.82","3,136.22",-,1.05%
2020-07-09,"3,152.05","3,176.17","3,179.78","3,115.70",-,-0.56%
2020-07-08,"3,169.94","3,153.07","3,171.80","3,136.53",-,0.78%
2020-07-07,"3,145.32","3,166.44","3,184.15","3,142.93",-,-1.08%
