date,price_S&P,open_S&P,high_S&P,low_S&P,volume_S&P,change%_S&P
2020-07-06,"3,179.72","3,155.29","3,182.59","3,155.29",-,1.59%
2020-07-02,"3,130.01","3,143.64","3,165.81","3,124.52",-,0.45%
2020-07-01,"3,115.86","3,105.92","3,128.44","3,101.17",-,0.50%
2020-06-30,"3,100.29","3,050.20","3,111.51","3,047.83",-,1.54%
2020-06-29,"3,053.24","3,018.59","3,053.89","2,999.74",-,1.47%
2020-06-26,"3,009.05","3,073.20","3,073.73","3,004.63",-,-2.42%
2020-06-25,"3,083.76","3,046.60","3,086.25","3,024.01",-,1.10%
2020-06-24,"3,050.33","3,114.40","3,115.01","3,032.13",-,-2.59%
2020-06-23,"3,131.29","3,138.70","3,154.90","3,127.12",-,0.43%
2020-06-22,"3,117.86","3,094.42","3,120.92","3,079.39",-,0.65%
2020-06-19,"3,097.74","3,140.29","3,155.53","3,083.11",-,-0.56%
2020-06-18,"3,115.34","3,101.64","3,120.00","3,093.51",-,0.06%
2020-06-17,"3,113.49","3,136.13","3,141.16","3,108.03",-,-0.36%
2020-06-16,"3,124.74","3,131.00","3,153.45","3,076.06",-,1.90%
2020-06-15,"3,066.59","2,993.76","3,079.76","2,965.66",-,0.83%
2020-06-12,"3,041.31","3,071.04","3,088.42","2,984.47",-,1.31%
2020-06-11,"3,002.10","3,123.53","3,123.53","2,999.49",-,-5.89%
2020-06-10,"3,190.14","3,213.42","3,223.27","3,181.49",-,-0.53%
2020-06-09,"3,207.18","3,213.32","3,222.71","3,193.11",-,-0.78%
2020-06-08,"3,232.39","3,199.92","3,233.13","3,196.00",-,1.20%
2020-06-05,"3,193.93","3,163.84","3,211.72","3,163.84",-,2.62%
2020-06-04,"3,112.35","3,111.56","3,128.91","3,090.41",-,-0.34%
2020-06-03,"3,122.87","3,098.90","3,130.94","3,098.90",-,1.36%
2020-06-02,"3,080.82","3,064.78","3,081.07","3,051.64",-,0.82%
2020-06-01,"3,055.73","3,038.78","3,062.18","3,031.54",-,0.38%
2020-05-29,"3,044.31","3,025.17","3,049.17","2,998.61",-,0.48%
2020-05-28,"3,029.73","3,046.61","3,068.67","3,023.40",-,-0.21%
2020-05-27,"3,036.13","3,015.65","3,036.25","2,969.75",-,1.48%
2020-05-26,"2,991.77","3,004.08","3,021.72","2,988.17",-,1.23%
2020-05-22,"2,955.45","2,948.05","2,956.76","2,933.59",-,0.24%
2020-05-21,"2,948.51","2,969.95","2,978.50","2,938.57",-,-0.78%
2020-05-20,"2,971.61","2,953.63","2,980.29","2,953.63",-,1.67%
2020-05-19,"2,922.94","2,948.59","2,964.21","2,922.35",-,-1.05%
2020-05-18,"2,953.91","2,913.86","2,968.09","2,913.86",-,3.15%
2020-05-15,"2,863.70","2,829.95","2,865.01","2,816.78",-,0.39%
2020-05-14,"2,852.50","2,794.54","2,852.80","2,766.64",-,1.15%
2020-05-13,"2,820.00","2,865.86","2,874.14","2,793.15",-,-1.75%
2020-05-12,"2,870.12","2,939.50","2,945.82","2,869.59",-,-2.05%
2020-05-11,"2,930.32","2,915.46","2,944.25","2,903.44",-,0.02%
2020-05-08,"2,929.80","2,908.83","2,932.16","2,902.88",-,1.69%
2020-05-07,"2,881.19","2,878.26","2,901.92","2,876.48",-,1.15%
2020-05-06,"2,848.42","2,883.14","2,891.11","2,847.65",-,-0.70%
2020-05-05,"2,868.44","2,868.88","2,898.23","2,863.55",-,0.90%
2020-05-04,"2,842.74","2,815.01","2,844.24","2,797.85",-,0.42%
2020-05-01,"2,830.71","2,869.09","2,869.09","2,821.61",-,-2.81%
2020-04-30,"2,912.43","2,930.91","2,930.91","2,892.47",-,-0.92%
2020-04-29,"2,939.51","2,918.46","2,954.86","2,912.16",-,2.66%
2020-04-28,"2,863.39","2,909.96","2,921.15","2,860.71",-,-0.52%
2020-04-27,"2,878.48","2,854.65","2,887.72","2,852.89",-,1.47%
2020-04-24,"2,836.74","2,812.64","2,842.71","2,791.76",-,1.39%
2020-04-23,"2,797.80","2,810.42","2,844.90","2,794.26",-,-0.05%
2020-04-22,"2,799.31","2,787.89","2,815.10","2,775.95",-,2.29%
2020-04-21,"2,736.56","2,784.81","2,785.54","2,727.10",-,-3.07%
2020-04-20,"2,823.16","2,845.62","2,868.98","2,820.43",-,-1.79%
2020-04-17,"2,874.56","2,842.43","2,879.22","2,830.88",-,2.68%
2020-04-16,"2,799.55","2,799.34","2,806.51","2,764.32",-,0.58%
2020-04-15,"2,783.36","2,795.64","2,801.88","2,761.54",-,-2.20%
2020-04-14,"2,846.06","2,805.10","2,851.85","2,805.10",-,3.06%
2020-04-13,"2,761.63","2,782.46","2,782.46","2,721.17",-,-1.01%
2020-04-09,"2,789.82","2,776.99","2,818.57","2,762.36",-,1.45%
2020-04-08,"2,749.98","2,685.00","2,760.75","2,663.30",-,3.41%
2020-04-07,"2,659.41","2,738.65","2,756.89","2,657.67",-,-0.16%
2020-04-06,"2,663.68","2,578.28","2,676.85","2,574.57",-,7.03%
2020-04-03,"2,488.65","2,514.92","2,538.18","2,459.96",-,-1.51%
2020-04-02,"2,526.90","2,458.54","2,533.22","2,455.79",-,2.28%
2020-04-01,"2,470.50","2,498.08","2,522.75","2,447.49",-,-4.41%
2020-03-31,"2,584.59","2,614.69","2,641.39","2,571.15",-,-1.60%
2020-03-30,"2,626.65","2,558.98","2,631.80","2,545.28",-,3.35%
2020-03-27,"2,541.47","2,555.87","2,615.91","2,520.02",-,-3.37%
2020-03-26,"2,630.07","2,501.29","2,637.01","2,500.72",-,6.24%
2020-03-25,"2,475.56","2,457.77","2,571.42","2,407.53",-,1.15%
2020-03-24,"2,447.33","2,344.44","2,449.71","2,344.44",-,9.38%
2020-03-23,"2,237.40","2,290.71","2,300.73","2,191.86",-,-2.93%
2020-03-20,"2,304.92","2,431.94","2,453.01","2,295.56",-,-4.34%
2020-03-19,"2,409.39","2,393.48","2,466.97","2,319.78",-,0.47%
2020-03-18,"2,398.10","2,436.50","2,453.57","2,280.52",-,-5.18%
2020-03-17,"2,529.19","2,425.66","2,553.93","2,367.04",-,6.00%
2020-03-16,"2,386.13","2,508.59","2,562.98","2,380.94",-,-11.98%
2020-03-13,"2,711.02","2,569.99","2,711.33","2,492.37",-,9.29%
2020-03-12,"2,480.64","2,630.86","2,660.95","2,478.86",-,-9.51%
2020-03-11,"2,741.38","2,825.60","2,825.60","2,707.22",-,-4.89%
2020-03-10,"2,882.23","2,813.48","2,882.59","2,734.00",-,4.94%
2020-03-09,"2,746.56","2,863.89","2,863.89","2,734.43",-,-7.60%
2020-03-06,"2,972.37","2,954.20","2,985.93","2,901.54",-,-1.71%
2020-03-05,"3,023.94","3,075.70","3,083.04","2,999.83",-,-3.39%
2020-03-04,"3,130.12","3,045.75","3,130.97","3,034.38",-,4.22%
2020-03-03,"3,003.37","3,096.46","3,136.72","2,976.63",-,-2.81%
2020-03-02,"3,090.23","2,974.28","3,090.96","2,945.19",-,4.60%
2020-02-28,"2,954.22","2,916.90","2,959.72","2,855.84",-,-0.82%
2020-02-27,"2,978.76","3,062.54","3,097.07","2,977.39",-,-4.42%
2020-02-26,"3,116.39","3,139.90","3,182.51","3,108.99",-,-0.38%
2020-02-25,"3,128.21","3,238.94","3,246.99","3,118.77",-,-3.03%
2020-02-24,"3,225.89","3,257.61","3,259.81","3,214.65",-,-3.35%
2020-02-21,"3,337.75","3,360.50","3,360.76","3,328.45",-,-1.05%
2020-02-20,"3,373.23","3,380.45","3,389.15","3,341.02",-,-0.38%
2020-02-19,"3,386.15","3,380.39","3,393.52","3,378.83",-,0.47%
2020-02-18,"3,370.29","3,369.04","3,375.01","3,355.61",-,-0.29%
2020-02-14,"3,380.16","3,378.08","3,380.69","3,366.15",-,0.18%
2020-02-13,"3,373.94","3,365.90","3,385.09","3,360.52",-,-0.16%
2020-02-12,"3,379.45","3,370.50","3,381.47","3,369.72",-,0.65%
2020-02-11,"3,357.75","3,365.87","3,375.63","3,352.72",-,0.17%
2020-02-10,"3,352.09","3,318.28","3,352.26","3,317.77",-,0.73%
2020-02-07,"3,327.71","3,335.54","3,341.42","3,322.12",-,-0.54%
2020-02-06,"3,345.78","3,344.92","3,347.96","3,334.39",-,0.33%
2020-02-05,"3,334.69","3,324.91","3,337.58","3,313.75",-,1.13%
2020-02-04,"3,297.59","3,280.61","3,306.92","3,280.61",-,1.50%
2020-02-03,"3,248.92","3,235.66","3,268.44","3,235.66",-,0.73%
2020-01-31,"3,225.52","3,282.33","3,282.33","3,214.68",-,-1.77%
2020-01-30,"3,283.66","3,256.45","3,285.91","3,242.80",-,0.31%
2020-01-29,"3,273.40","3,289.46","3,293.47","3,271.89",-,-0.09%
2020-01-28,"3,276.24","3,255.35","3,285.78","3,253.22",-,1.01%
2020-01-27,"3,243.63","3,247.16","3,258.85","3,234.50",-,-1.57%
2020-01-24,"3,295.47","3,333.10","3,333.18","3,281.53",-,-0.90%
2020-01-23,"3,325.54","3,315.77","3,326.88","3,301.87",-,0.11%
2020-01-22,"3,321.75","3,330.02","3,337.77","3,320.04",-,0.03%
2020-01-21,"3,320.79","3,321.03","3,329.79","3,316.61",-,-0.27%
2020-01-17,"3,329.62","3,323.66","3,329.88","3,318.86",-,0.39%
2020-01-16,"3,316.81","3,302.97","3,317.11","3,302.82",-,0.84%
2020-01-15,"3,289.29","3,282.27","3,298.66","3,280.69",-,0.19%
2020-01-14,"3,283.15","3,285.35","3,294.25","3,277.19",-,-0.15%
2020-01-13,"3,288.13","3,271.13","3,288.13","3,268.43",-,0.70%
2020-01-10,"3,265.35","3,281.81","3,282.99","3,260.86",-,-0.29%
2020-01-09,"3,274.70","3,266.03","3,275.58","3,263.67",-,0.67%
2020-01-08,"3,253.05","3,238.59","3,267.07","3,236.67",-,0.49%
2020-01-07,"3,237.18","3,241.86","3,244.91","3,232.43",-,-0.28%
2020-01-06,"3,246.28","3,217.55","3,246.84","3,214.64",-,0.35%
2020-01-03,"3,234.85","3,226.36","3,246.15","3,222.34",-,-0.71%
2020-01-02,"3,257.85","3,244.67","3,258.14","3,235.53",-,0.84%
2019-12-31,"3,230.78","3,215.18","3,231.72","3,212.03",-,0.29%
2019-12-30,"3,221.29","3,240.09","3,240.92","3,216.57",-,-0.58%
2019-12-27,"3,240.02","3,247.23","3,247.93","3,234.37",-,0.00%
2019-12-26,"3,239.91","3,227.20","3,240.08","3,227.20",-,0.51%
2019-12-24,"3,223.38","3,225.45","3,226.43","3,220.51",-,-0.02%
2019-12-23,"3,224.01","3,226.05","3,227.78","3,222.30",-,0.09%
2019-12-20,"3,221.22","3,223.33","3,225.65","3,216.03",-,0.49%
2019-12-19,"3,205.37","3,192.32","3,205.48","3,192.32",-,0.45%
2019-12-18,"3,191.14","3,195.21","3,198.48","3,191.14",-,-0.04%
2019-12-17,"3,192.52","3,195.40","3,198.22","3,191.03",-,0.03%
2019-12-16,"3,191.45","3,183.63","3,197.71","3,183.63",-,0.71%
2019-12-13,"3,168.80","3,166.65","3,182.68","3,156.51",-,0.01%
2019-12-12,"3,168.57","3,141.23","3,176.28","3,138.47",-,0.86%
2019-12-11,"3,141.63","3,135.75","3,143.98","3,133.21",-,0.29%
2019-12-10,"3,132.52","3,135.36","3,142.12","3,126.09",-,-0.11%
2019-12-09,"3,135.96","3,141.86","3,148.87","3,135.46",-,-0.32%
2019-12-06,"3,145.91","3,134.62","3,150.60","3,134.62",-,0.91%
2019-12-05,"3,117.43","3,119.21","3,119.45","3,103.76",-,0.15%
2019-12-04,"3,112.76","3,103.50","3,119.38","3,102.53",-,0.63%
2019-12-03,"3,093.20","3,087.41","3,094.97","3,070.33",-,-0.66%
2019-12-02,"3,113.87","3,143.85","3,144.31","3,110.78",-,-0.86%
2019-11-29,"3,140.98","3,147.18","3,150.30","3,139.34",-,-0.40%
2019-11-27,"3,153.63","3,145.49","3,154.26","3,143.41",-,0.42%
2019-11-26,"3,140.52","3,134.85","3,142.69","3,131.00",-,0.22%
2019-11-25,"3,133.64","3,117.44","3,133.83","3,117.44",-,0.75%
2019-11-22,"3,110.29","3,111.41","3,112.87","3,099.26",-,0.22%
2019-11-21,"3,103.54","3,108.49","3,110.11","3,094.55",-,-0.16%
2019-11-20,"3,108.46","3,114.66","3,118.97","3,091.41",-,-0.38%
2019-11-19,"3,120.18","3,127.45","3,127.64","3,113.47",-,-0.06%
2019-11-18,"3,122.03","3,117.91","3,124.17","3,112.06",-,0.05%
2019-11-15,"3,120.46","3,107.92","3,120.46","3,104.60",-,0.77%
2019-11-14,"3,096.63","3,090.75","3,098.20","3,083.26",-,0.08%
2019-11-13,"3,094.04","3,084.18","3,098.06","3,078.80",-,0.07%
2019-11-12,"3,091.84","3,089.28","3,102.61","3,084.73",-,0.16%
2019-11-11,"3,087.01","3,080.33","3,088.33","3,075.82",-,-0.20%
2019-11-08,"3,093.08","3,081.25","3,093.09","3,073.58",-,0.26%
2019-11-07,"3,085.18","3,087.02","3,097.77","3,080.23",-,0.27%
2019-11-06,"3,076.78","3,075.10","3,078.34","3,065.89",-,0.07%
2019-11-05,"3,074.62","3,080.80","3,083.95","3,072.15",-,-0.12%
2019-11-04,"3,078.27","3,078.96","3,085.20","3,074.87",-,0.37%
2019-11-01,"3,066.91","3,050.72","3,066.95","3,050.72",-,0.97%
2019-10-31,"3,037.56","3,046.90","3,046.90","3,023.19",-,-0.30%
2019-10-30,"3,046.77","3,039.74","3,050.10","3,025.96",-,0.33%
2019-10-29,"3,036.89","3,035.39","3,047.87","3,034.81",-,-0.08%
2019-10-28,"3,039.42","3,032.12","3,044.08","3,032.12",-,0.56%
