date,price_treasury,price_oil,price_S&P,price_gold,close_BTC,close_DASH,close_ETH,BTC_return,DASH_return,ETH_return,Daily_Death_Global,Daily_Infection_Global,topic_ratio,exposure_ratio,panic_index
2020-01-03,1.793,63.05,3234.85,1596.4,0.05455756985338489,0.09279412751154181,0.05641774935557198,5.607327264716291,9.41591768269785,5.803958678337659,0.0,0.0,0.0,0.0,0.0
2020-01-06,1.809,63.27,3246.28,1613.3,0.05699637992996465,0.261973447602466,0.07202422171617595,5.563667509584801,11.24539685027031,6.562707856034288,0.0,0.0,0.0,0.0,0.0
2020-01-07,1.811,62.7,3237.18,1618.7,0.04948397422187689,-0.041726270515217045,-0.007727959927739114,5.072875333402883,-4.086771257021108,-0.7766990291261971,0.0,0.0,0.0,0.0,0.0
2020-01-08,1.874,59.61,3253.05,1603.8,-0.013948608129879858,-0.03757864894926488,-0.0174849350142523,-1.4031845549208886,-3.938550554802791,-1.7332960581492998,0.0,0.0,0.0,0.0,0.0
2020-01-09,1.855,59.56,3274.7,1597.8,-0.02922533020491258,-0.03574164927201595,-0.020768954637530257,-2.907272218943186,-2.984016252060246,-2.0833333333333184,0.0,0.0,0.0,0.0,0.0
2020-01-10,1.82,59.04,3265.35,1603.3,0.04801235866705866,0.1153458566096508,0.04965081634800583,4.918362175541165,12.466097836200593,5.082776648271856,0.0,0.0,0.0,0.0,0.0
2020-01-13,1.848,58.08,3288.13,1593.7,-0.011481737339178011,0.20109626618930854,-0.008396121904199916,-0.9327927185694376,5.001889501927288,-2.0743773456158445,0.0,0.0,0.0,0.0,0.0
2020-01-14,1.813,58.23,3283.15,1587.5,0.0841136254828374,0.24719832545276965,0.14413623988827773,8.76048657718121,27.59694148363868,15.512195121951214,0.0,0.0,0.0,0.0,0.0
2020-01-15,1.786,57.81,3289.29,1596.6,-0.0007807314079233407,0.39482526694643294,0.003192293028704718,-0.0427797534887676,48.05958095921753,0.3318450585253909,0.0,0.0,0.0,0.0,0.0
2020-01-16,1.809,58.52,3316.81,1593.0,-0.010734217178555383,-0.03814132862469233,-0.014293744661457275,-1.0676811056203876,-4.443759259398539,-1.4073494917904632,0.0,0.0,0.0,0.0,0.0
